Reporting Month,Cases,Recipients,Adult Recipients,Child Recipients,Payments,Average Per Case,Average Per Person,Avg. Recipients Per Case,year,county,page_no,table_index
,91.0,139.0,105.0,34.0,24994.0,275.0,180.0,1.53,2021,Keweenaw,43,0
,92.0,144.0,106.0,38.0,25892.0,281.0,180.0,1.57,2021,Keweenaw,43,0
,90.0,146.0,105.0,41.0,26334.0,293.0,180.0,1.62,2021,Keweenaw,43,0
,92.0,151.0,106.0,45.0,32223.0,350.0,213.0,1.64,2021,Keweenaw,43,0
,95.0,165.0,112.0,53.0,34870.0,367.0,211.0,1.74,2021,Keweenaw,43,0
,94.0,158.0,112.0,46.0,32815.0,349.0,208.0,1.68,2021,Keweenaw,43,0
,99.0,163.0,116.0,47.0,34467.0,348.0,211.0,1.65,2021,Keweenaw,43,0
,94.0,160.0,114.0,46.0,36094.0,384.0,226.0,1.7,2021,Keweenaw,43,0
,93.0,153.0,111.0,42.0,30994.0,333.0,203.0,1.65,2021,Keweenaw,43,0
,95.0,153.0,111.0,42.0,34067.0,359.0,223.0,1.61,2021,Keweenaw,43,0
,95.0,146.0,111.0,35.0,33459.0,352.0,229.0,1.54,2021,Keweenaw,43,0
,97.0,148.0,114.0,34.0,35410.0,365.0,239.0,1.53,2021,Keweenaw,43,0
,94.0,152.0,110.0,42.0,31802.0,338.0,209.0,1.62,2021,Keweenaw,43,0
