county,year,month,cases,recipients,adult recipients,child recipients,payments,average per case,average per person,avg. recipients per case
Bay,2024,11,8611.0,15244.0,9929.0,5315.0,2609908.0,303.0,171.0,1.77
Bay,2024,12,8617.0,15268.0,9936.0,5332.0,2631438.0,305.0,172.0,1.77
Bay,2025,1,8684.0,15327.0,10037.0,5290.0,2612178.0,301.0,170.0,1.76
Bay,2025,2,8767.0,15489.0,10136.0,5353.0,2648196.0,302.0,171.0,1.77
Bay,2025,3,8735.0,15456.0,10114.0,5342.0,2609922.0,299.0,169.0,1.77
Bay,2025,4,8720.0,15365.0,10089.0,5276.0,2602530.0,298.0,169.0,1.76
Bay,2025,5,8683.0,15339.0,10058.0,5281.0,2566388.0,296.0,167.0,1.77
Bay,2025,6,8606.0,15242.0,9965.0,5277.0,2583733.0,300.0,170.0,1.77
Bay,2025,7,8544.0,15149.0,9874.0,5275.0,2604752.0,305.0,172.0,1.77
Bay,2025,8,8523.0,15080.0,9831.0,5249.0,2602412.0,305.0,173.0,1.77
Bay,2025,9,8546.0,15116.0,9865.0,5251.0,2608521.0,305.0,173.0,1.77
Bay,2025,10,8429.0,14885.0,9710.0,5175.0,2627240.0,312.0,177.0,1.77
Bay,2025,11,8344.0,14703.0,9606.0,5097.0,2611333.0,313.0,178.0,1.76
Bay,2025,12,8325.0,14607.0,9563.0,5044.0,2555955.0,307.0,175.0,1.75
Bay,2026,1,8429.0,14885.0,9710.0,5175.0,2627240.0,312.0,177.0,1.77
Bay,2026,2,8344.0,14703.0,9606.0,5097.0,2611333.0,313.0,178.0,1.76
Bay,2026,3,8325.0,14607.0,9563.0,5044.0,2555955.0,307.0,175.0,1.75
Benzie,2014,10,1025.0,1988.0,1255.0,733.0,222799.0,217.0,112.0,1.94
Benzie,2014,11,1018.0,1997.0,1254.0,743.0,215573.0,212.0,108.0,1.96
Benzie,2014,12,1027.0,1971.0,1253.0,718.0,211370.0,206.0,107.0,1.92
Benzie,2015,1,1010.0,1943.0,1229.0,714.0,209700.0,208.0,108.0,1.92
Benzie,2015,2,1002.0,1930.0,1229.0,701.0,210740.0,210.0,109.0,1.93
Benzie,2015,3,1011.0,1937.0,1245.0,692.0,209200.0,207.0,108.0,1.92
Benzie,2015,4,991.0,1911.0,1231.0,680.0,209200.0,211.0,109.0,1.93
Benzie,2015,5,974.0,1903.0,1206.0,697.0,212201.0,218.0,112.0,1.95
Benzie,2015,6,950.0,1839.0,1168.0,671.0,206026.0,217.0,112.0,1.94
Benzie,2015,7,939.0,1832.0,1143.0,689.0,201158.0,214.0,110.0,1.95
Benzie,2015,8,920.0,1800.0,1128.0,672.0,195727.0,213.0,109.0,1.96
Benzie,2015,9,903.0,1761.0,1103.0,658.0,185839.0,206.0,106.0,1.95
Benzie,2015,10,892.0,1753.0,1096.0,657.0,180163.0,202.0,103.0,1.97
Benzie,2015,11,896.0,1773.0,1110.0,663.0,184189.0,206.0,104.0,1.98
Benzie,2015,12,907.0,1787.0,1125.0,662.0,185466.0,204.0,104.0,1.97
Benzie,2016,1,897.0,1759.0,1114.0,645.0,185784.0,207.0,106.0,1.96
Benzie,2016,2,890.0,1735.0,1105.0,630.0,186601.0,210.0,108.0,1.95
Benzie,2016,3,889.0,1740.0,1102.0,638.0,187409.0,211.0,108.0,1.96
Benzie,2016,4,882.0,1698.0,1078.0,620.0,187511.0,213.0,110.0,1.93
Benzie,2016,5,866.0,1663.0,1048.0,615.0,183717.0,212.0,110.0,1.92
Benzie,2016,6,857.0,1654.0,1044.0,610.0,180038.0,210.0,109.0,1.93
Benzie,2016,7,840.0,1620.0,1024.0,596.0,176138.0,210.0,109.0,1.93
Benzie,2016,8,850.0,1634.0,1034.0,600.0,177656.0,209.0,109.0,1.92
Benzie,2016,9,860.0,1632.0,1051.0,581.0,176342.0,205.0,108.0,1.9
Benzie,2016,10,852.0,1629.0,1039.0,590.0,176098.0,207.0,108.0,1.91
Benzie,2016,11,852.0,1654.0,1048.0,606.0,175092.0,206.0,106.0,1.94
Benzie,2016,12,846.0,1630.0,1040.0,590.0,174555.0,206.0,107.0,1.93
Benzie,2017,1,860.0,1677.0,1064.0,613.0,180333.0,210.0,108.0,1.95
Benzie,2017,2,847.0,1656.0,1053.0,603.0,179800.0,212.0,109.0,1.96
Benzie,2017,3,834.0,1621.0,1034.0,587.0,177563.0,213.0,110.0,1.94
Benzie,2017,4,832.0,1593.0,1019.0,574.0,173494.0,209.0,109.0,1.91
Benzie,2017,5,804.0,1539.0,987.0,552.0,170024.0,211.0,110.0,1.91
Benzie,2017,6,802.0,1519.0,987.0,532.0,162979.0,203.0,107.0,1.89
Benzie,2017,7,790.0,1513.0,972.0,541.0,158721.0,201.0,105.0,1.92
Benzie,2017,8,779.0,1490.0,958.0,532.0,163810.0,210.0,110.0,1.91
Benzie,2017,9,783.0,1500.0,957.0,543.0,160339.0,205.0,107.0,1.92
Benzie,2017,10,790.0,1479.0,967.0,512.0,161384.0,204.0,109.0,1.87
Benzie,2017,11,786.0,1486.0,971.0,515.0,160285.0,204.0,108.0,1.89
Benzie,2017,12,790.0,1503.0,983.0,520.0,163619.0,207.0,109.0,1.9
Benzie,2018,1,813.0,1563.0,1018.0,545.0,168200.0,207.0,108.0,1.92
Benzie,2018,2,833.0,1574.0,1035.0,539.0,174448.0,209.0,111.0,1.89
Benzie,2018,3,824.0,1560.0,1026.0,534.0,170470.0,207.0,109.0,1.89
Benzie,2018,4,830.0,1577.0,1033.0,544.0,170134.0,205.0,108.0,1.9
Benzie,2018,5,815.0,1538.0,1007.0,531.0,169631.0,208.0,110.0,1.89
Benzie,2018,6,814.0,1536.0,1004.0,532.0,167204.0,205.0,109.0,1.89
Benzie,2018,7,819.0,1539.0,1009.0,530.0,167961.0,205.0,109.0,1.88
Benzie,2018,8,795.0,1496.0,988.0,508.0,156358.0,197.0,105.0,1.88
Benzie,2018,9,786.0,1474.0,972.0,502.0,153669.0,196.0,104.0,1.88
Benzie,2018,10,764.0,1417.0,941.0,476.0,149274.0,195.0,105.0,1.85
Benzie,2018,11,743.0,1378.0,927.0,451.0,148246.0,200.0,108.0,1.85
Benzie,2018,12,752.0,1399.0,933.0,466.0,151155.0,201.0,108.0,1.86
Benzie,2019,1,751.0,1405.0,932.0,473.0,145163.0,193.0,103.0,1.87
Benzie,2019,2,750.0,1388.0,933.0,455.0,143515.0,191.0,103.0,1.85
Benzie,2019,3,748.0,1397.0,937.0,460.0,142010.0,190.0,102.0,1.87
Benzie,2019,4,725.0,1356.0,909.0,447.0,139358.0,192.0,103.0,1.87
Benzie,2019,5,704.0,1311.0,874.0,437.0,135532.0,193.0,103.0,1.86
Benzie,2019,6,681.0,1273.0,847.0,426.0,129056.0,190.0,101.0,1.87
Benzie,2019,7,667.0,1239.0,826.0,413.0,125062.0,187.0,101.0,1.86
Benzie,2019,8,658.0,1223.0,812.0,411.0,120984.0,184.0,99.0,1.86
Benzie,2019,9,652.0,1186.0,799.0,387.0,110932.0,170.0,94.0,1.82
Benzie,2019,10,639.0,1141.0,776.0,365.0,110897.0,174.0,97.0,1.79
Benzie,2019,11,650.0,1169.0,795.0,374.0,112596.0,173.0,96.0,1.8
Benzie,2019,12,657.0,1184.0,800.0,384.0,114616.0,174.0,97.0,1.8
Benzie,2020,1,679.0,1235.0,838.0,397.0,118085.0,174.0,96.0,1.82
Benzie,2020,2,693.0,1278.0,864.0,414.0,123503.0,178.0,97.0,1.84
Benzie,2020,3,749.0,1410.0,935.0,475.0,226947.0,303.0,161.0,1.88
Benzie,2020,4,863.0,1696.0,1097.0,599.0,260403.0,302.0,154.0,1.97
Benzie,2020,5,885.0,1742.0,1115.0,627.0,299123.0,338.0,172.0,1.97
Benzie,2020,6,794.0,1475.0,979.0,496.0,256596.0,323.0,174.0,1.86
Benzie,2020,7,747.0,1343.0,916.0,427.0,236649.0,317.0,176.0,1.8
Benzie,2020,8,743.0,1348.0,905.0,443.0,230194.0,310.0,171.0,1.81
Benzie,2020,9,725.0,1312.0,873.0,439.0,225157.0,311.0,172.0,1.81
Benzie,2020,10,736.0,1347.0,893.0,454.0,238072.0,323.0,177.0,1.83
Benzie,2020,11,758.0,1385.0,919.0,466.0,247785.0,327.0,179.0,1.83
Benzie,2020,12,775.0,1437.0,946.0,491.0,249425.0,322.0,174.0,1.85
Benzie,2021,1,766.0,1435.0,932.0,503.0,292485.0,382.0,204.0,1.87
Benzie,2021,2,772.0,1466.0,951.0,515.0,299382.0,388.0,204.0,1.9
Benzie,2021,3,753.0,1424.0,928.0,496.0,292420.0,388.0,205.0,1.89
Benzie,2021,4,732.0,1373.0,902.0,471.0,284907.0,389.0,208.0,1.88
Benzie,2021,5,728.0,1383.0,901.0,482.0,307887.0,423.0,223.0,1.9
Benzie,2021,6,716.0,1337.0,877.0,460.0,260995.0,365.0,195.0,1.87
Benzie,2021,7,707.0,1325.0,876.0,449.0,291608.0,412.0,220.0,1.87
Benzie,2021,8,711.0,1346.0,886.0,460.0,294991.0,415.0,219.0,1.89
Benzie,2021,9,717.0,1344.0,896.0,448.0,292981.0,409.0,218.0,1.87
Benzie,2021,10,721.0,1361.0,903.0,458.0,317576.0,440.0,233.0,1.89
Benzie,2021,11,727.0,1378.0,912.0,466.0,315400.0,434.0,229.0,1.9
Benzie,2021,12,717.0,1352.0,898.0,454.0,317608.0,443.0,235.0,1.89
Benzie,2022,1,723.0,1345.0,900.0,445.0,316805.0,438.0,236.0,1.86
Benzie,2022,2,744.0,1366.0,918.0,448.0,318882.0,429.0,233.0,1.84
Benzie,2022,3,762.0,1391.0,941.0,450.0,322255.0,423.0,232.0,1.83
Benzie,2022,4,775.0,1422.0,953.0,469.0,325244.0,420.0,229.0,1.83
Benzie,2022,5,797.0,1468.0,983.0,485.0,329959.0,414.0,225.0,1.84
Benzie,2022,6,759.0,1393.0,940.0,453.0,328973.0,433.0,236.0,1.84
Benzie,2022,7,767.0,1392.0,944.0,448.0,332724.0,434.0,239.0,1.81
Benzie,2022,8,772.0,1391.0,942.0,449.0,326678.0,423.0,235.0,1.8
Benzie,2022,9,751.0,1342.0,914.0,428.0,327977.0,437.0,244.0,1.79
Benzie,2022,10,787.0,1435.0,956.0,479.0,386575.0,491.2,269.39,1.82
Benzie,2022,11,783.0,1427.0,952.0,475.0,370194.0,472.79,259.42,1.82
Benzie,2022,12,785.0,1417.0,954.0,463.0,372909.0,475.04,263.17,1.81
Benzie,2023,1,800.0,1477.0,985.0,492.0,387059.0,483.82,262.06,1.85
Benzie,2023,2,801.0,1508.0,993.0,515.0,396356.0,494.83,262.84,1.88
Benzie,2023,3,792.0,1483.0,976.0,507.0,226775.0,286.33,152.92,1.87
Benzie,2023,4,786.0,1477.0,976.0,501.0,228741.0,291.02,154.87,1.88
Benzie,2023,5,785.0,1461.0,972.0,489.0,229929.0,292.9,157.38,1.86
Benzie,2023,6,782.0,1467.0,970.0,497.0,224833.0,287.51,153.26,1.88
Benzie,2023,7,777.0,1444.0,961.0,483.0,221053.0,284.5,153.08,1.86
Benzie,2023,8,762.0,1425.0,935.0,490.0,216849.0,284.58,152.17,1.87
Benzie,2023,9,753.0,1413.0,924.0,489.0,215404.0,286.06,152.44,1.88
Benzie,2023,10,774.0,1448.0,952.0,496.0,236676.0,306.0,163.0,1.87
Benzie,2023,11,759.0,1414.0,940.0,474.0,233690.0,308.0,165.0,1.86
Benzie,2023,12,789.0,1461.0,972.0,489.0,242426.0,307.0,166.0,1.85
Benzie,2024,1,803.0,1499.0,993.0,506.0,246474.0,307.0,164.0,1.87
Benzie,2024,2,818.0,1515.0,1006.0,509.0,245868.0,301.0,162.0,1.85
Benzie,2024,3,827.0,1526.0,1013.0,513.0,248699.0,301.0,163.0,1.85
Benzie,2024,4,832.0,1529.0,1014.0,515.0,247872.0,298.0,162.0,1.84
Benzie,2024,5,820.0,1520.0,997.0,523.0,246470.0,301.0,162.0,1.85
Benzie,2024,6,808.0,1492.0,980.0,512.0,243408.0,301.0,163.0,1.85
Benzie,2024,7,787.0,1435.0,952.0,483.0,238827.0,303.0,166.0,1.82
Benzie,2024,8,766.0,1397.0,921.0,476.0,227365.0,297.0,163.0,1.82
Benzie,2024,9,766.0,1424.0,931.0,493.0,228922.0,299.0,161.0,1.86
Benzie,2024,10,782.0,1479.0,957.0,522.0,238216.0,305.0,161.0,1.89
Benzie,2024,11,774.0,1482.0,944.0,538.0,234158.0,303.0,158.0,1.91
Benzie,2024,12,790.0,1511.0,963.0,548.0,245092.0,310.0,162.0,1.91
Benzie,2025,1,807.0,1563.0,985.0,578.0,249768.0,310.0,160.0,1.94
Benzie,2025,2,812.0,1592.0,1005.0,587.0,255764.0,315.0,161.0,1.96
Benzie,2025,3,812.0,1554.0,991.0,563.0,253146.0,312.0,163.0,1.91
Benzie,2025,4,813.0,1555.0,994.0,561.0,257245.0,316.0,165.0,1.91
Benzie,2025,5,816.0,1581.0,1003.0,578.0,248427.0,304.0,157.0,1.94
Benzie,2025,6,815.0,1538.0,990.0,548.0,246437.0,302.0,160.0,1.89
Benzie,2025,7,797.0,1481.0,961.0,520.0,245442.0,308.0,166.0,1.86
Benzie,2025,8,791.0,1483.0,956.0,527.0,244510.0,309.0,165.0,1.87
Benzie,2025,9,795.0,1496.0,961.0,535.0,246639.0,310.0,165.0,1.88
Benzie,2025,10,780.0,1459.0,943.0,516.0,247101.0,317.0,169.0,1.87
Benzie,2025,11,775.0,1453.0,938.0,515.0,243697.0,314.0,168.0,1.87
Benzie,2025,12,770.0,1459.0,942.0,517.0,238951.0,310.0,164.0,1.89
Benzie,2026,1,780.0,1459.0,943.0,516.0,247101.0,317.0,169.0,1.87
Benzie,2026,2,775.0,1453.0,938.0,515.0,243697.0,314.0,168.0,1.87
Benzie,2026,3,770.0,1459.0,942.0,517.0,238951.0,310.0,164.0,1.89
Berrien,2014,10,13741.0,26908.0,15008.0,11900.0,3325549.0,242.0,124.0,1.96
Berrien,2014,11,13559.0,26516.0,14861.0,11655.0,3251404.0,240.0,123.0,1.96
Berrien,2014,12,13501.0,26386.0,14806.0,11580.0,3210790.0,238.0,122.0,1.95
Berrien,2015,1,13484.0,26427.0,14834.0,11593.0,3152314.0,234.0,119.0,1.96
Berrien,2015,2,13491.0,26289.0,14876.0,11413.0,3179581.0,236.0,121.0,1.95
Berrien,2015,3,13470.0,26280.0,14871.0,11409.0,3183245.0,236.0,121.0,1.95
Berrien,2015,4,13372.0,26099.0,14774.0,11325.0,3157871.0,236.0,121.0,1.95
Berrien,2015,5,13343.0,25958.0,14692.0,11266.0,3141301.0,235.0,121.0,1.95
Berrien,2015,6,13278.0,25888.0,14608.0,11280.0,3114159.0,235.0,120.0,1.95
Berrien,2015,7,13206.0,25827.0,14472.0,11355.0,3074705.0,233.0,119.0,1.96
Berrien,2015,8,13178.0,25751.0,14397.0,11354.0,3050851.0,232.0,118.0,1.95
Berrien,2015,9,13077.0,25525.0,14308.0,11217.0,3008919.0,230.0,118.0,1.95
Berrien,2015,10,12901.0,25194.0,14099.0,11095.0,2922158.0,227.0,116.0,1.95
Berrien,2015,11,12820.0,24997.0,14091.0,10906.0,2900575.0,226.0,116.0,1.95
Berrien,2015,12,12765.0,24822.0,14050.0,10772.0,2900982.0,227.0,117.0,1.94
Berrien,2016,1,12744.0,24818.0,14045.0,10773.0,2890115.0,227.0,116.0,1.95
Berrien,2016,2,12725.0,24791.0,14036.0,10755.0,2923408.0,230.0,118.0,1.95
Berrien,2016,3,12629.0,24561.0,13914.0,10647.0,2906564.0,230.0,118.0,1.94
Berrien,2016,4,12551.0,24293.0,13802.0,10491.0,2858434.0,228.0,118.0,1.94
Berrien,2016,5,12501.0,24314.0,13719.0,10595.0,2864256.0,229.0,118.0,1.94
Berrien,2016,6,12439.0,24216.0,13620.0,10596.0,2851535.0,229.0,118.0,1.95
Berrien,2016,7,12381.0,24130.0,13517.0,10613.0,2793263.0,226.0,116.0,1.95
Berrien,2016,8,12275.0,23963.0,13423.0,10540.0,2772596.0,226.0,116.0,1.95
Berrien,2016,9,12243.0,24028.0,13371.0,10657.0,2755159.0,225.0,115.0,1.96
Berrien,2016,10,12134.0,23684.0,13246.0,10438.0,2706254.0,223.0,114.0,1.95
Berrien,2016,11,11935.0,23278.0,13086.0,10192.0,2660760.0,223.0,114.0,1.95
Berrien,2016,12,11881.0,23142.0,13037.0,10105.0,2657455.0,224.0,115.0,1.95
Berrien,2017,1,11874.0,23057.0,13037.0,10020.0,2650345.0,223.0,115.0,1.94
Berrien,2017,2,11847.0,22989.0,12992.0,9997.0,2657924.0,224.0,116.0,1.94
Berrien,2017,3,11722.0,22706.0,12855.0,9851.0,2627765.0,224.0,116.0,1.94
Berrien,2017,4,11580.0,22452.0,12674.0,9778.0,2594714.0,224.0,116.0,1.94
Berrien,2017,5,11491.0,22180.0,12531.0,9649.0,2590218.0,225.0,117.0,1.93
Berrien,2017,6,11506.0,22288.0,12508.0,9780.0,2565747.0,223.0,115.0,1.94
Berrien,2017,7,11474.0,22209.0,12430.0,9779.0,2553960.0,223.0,115.0,1.94
Berrien,2017,8,11449.0,22108.0,12397.0,9711.0,2628058.0,230.0,119.0,1.93
Berrien,2017,9,11365.0,21912.0,12299.0,9613.0,2620540.0,231.0,120.0,1.93
Berrien,2017,10,11327.0,21802.0,12266.0,9536.0,2594511.0,229.0,119.0,1.92
Berrien,2017,11,11237.0,21634.0,12223.0,9411.0,2562827.0,228.0,118.0,1.93
Berrien,2017,12,11140.0,21354.0,12140.0,9214.0,2551114.0,229.0,119.0,1.92
Berrien,2018,1,11152.0,21386.0,12167.0,9219.0,2523308.0,226.0,118.0,1.92
Berrien,2018,2,11118.0,21292.0,12124.0,9168.0,2525145.0,227.0,119.0,1.92
Berrien,2018,3,11038.0,21098.0,12018.0,9080.0,2487202.0,225.0,118.0,1.91
Berrien,2018,4,10814.0,20830.0,11761.0,9069.0,2462485.0,228.0,118.0,1.93
Berrien,2018,5,10697.0,20592.0,11624.0,8968.0,2420044.0,226.0,118.0,1.93
Berrien,2018,6,10309.0,20096.0,11157.0,8939.0,2323451.0,225.0,116.0,1.95
Berrien,2018,7,10261.0,20127.0,11107.0,9020.0,2320518.0,226.0,115.0,1.96
Berrien,2018,8,10063.0,19704.0,10863.0,8841.0,2272521.0,226.0,115.0,1.96
Berrien,2018,9,10006.0,19551.0,10801.0,8750.0,2221514.0,222.0,114.0,1.95
Berrien,2018,10,9880.0,19222.0,10648.0,8574.0,2194839.0,222.0,114.0,1.95
Berrien,2018,11,9728.0,18844.0,10516.0,8328.0,2167223.0,223.0,115.0,1.94
Berrien,2018,12,9644.0,18678.0,10429.0,8249.0,2137659.0,222.0,114.0,1.94
Berrien,2019,1,9539.0,18456.0,10334.0,8122.0,2089351.0,219.0,113.0,1.93
Berrien,2019,2,9591.0,18486.0,10379.0,8107.0,2112168.0,220.0,114.0,1.93
Berrien,2019,3,9558.0,18340.0,10318.0,8022.0,2081934.0,218.0,114.0,1.92
Berrien,2019,4,9482.0,18281.0,10233.0,8048.0,2081325.0,220.0,114.0,1.93
Berrien,2019,5,9437.0,18233.0,10194.0,8039.0,2067169.0,219.0,113.0,1.93
Berrien,2019,6,9458.0,18329.0,10186.0,8143.0,2069531.0,219.0,113.0,1.94
Berrien,2019,7,9414.0,18259.0,10089.0,8170.0,2070883.0,220.0,113.0,1.94
Berrien,2019,8,9336.0,18092.0,10006.0,8086.0,2064214.0,221.0,114.0,1.94
Berrien,2019,9,9243.0,17830.0,9907.0,7923.0,2015612.0,218.0,113.0,1.93
Berrien,2019,10,9284.0,17886.0,9933.0,7953.0,2008786.0,216.0,112.0,1.93
Berrien,2019,11,9309.0,17930.0,10012.0,7918.0,2016678.0,217.0,112.0,1.93
Berrien,2019,12,9463.0,18197.0,10172.0,8025.0,2054248.0,217.0,113.0,1.92
Berrien,2020,1,9759.0,18726.0,10542.0,8184.0,2078470.0,213.0,111.0,1.92
Berrien,2020,2,9914.0,19010.0,10723.0,8287.0,2129730.0,215.0,112.0,1.92
Berrien,2020,3,10350.0,19803.0,11264.0,8539.0,3272811.0,316.0,165.0,1.91
Berrien,2020,4,11680.0,22584.0,12844.0,9740.0,3566187.0,305.0,158.0,1.93
Berrien,2020,5,11943.0,23095.0,13157.0,9938.0,3936609.0,330.0,170.0,1.93
Berrien,2020,6,11402.0,21524.0,12436.0,9088.0,3702938.0,325.0,172.0,1.89
Berrien,2020,7,10997.0,20440.0,11904.0,8536.0,3540333.0,322.0,173.0,1.86
Berrien,2020,8,10698.0,19677.0,11535.0,8142.0,3343672.0,313.0,170.0,1.84
Berrien,2020,9,10719.0,19877.0,11575.0,8302.0,3331078.0,311.0,168.0,1.85
Berrien,2020,10,10746.0,20039.0,11627.0,8412.0,3501107.0,326.0,175.0,1.86
Berrien,2020,11,10838.0,20417.0,11769.0,8648.0,3622076.0,334.0,177.0,1.88
Berrien,2020,12,11004.0,20705.0,11966.0,8739.0,3615730.0,329.0,175.0,1.88
Berrien,2021,1,11130.0,20915.0,12104.0,8811.0,4259250.0,383.0,204.0,1.88
Berrien,2021,2,11238.0,21163.0,12235.0,8928.0,4337275.0,386.0,205.0,1.88
Berrien,2021,3,11205.0,21111.0,12210.0,8901.0,4325519.0,386.0,205.0,1.88
Berrien,2021,4,10872.0,20401.0,11832.0,8569.0,4194621.0,386.0,206.0,1.88
Berrien,2021,5,10826.0,20269.0,11740.0,8529.0,4557398.0,421.0,225.0,1.87
Berrien,2021,6,10893.0,20475.0,11808.0,8667.0,4109115.0,377.0,201.0,1.88
Berrien,2021,7,10890.0,20556.0,11786.0,8770.0,4586671.0,421.0,223.0,1.89
Berrien,2021,8,10956.0,20685.0,11847.0,8838.0,4610515.0,421.0,223.0,1.89
Berrien,2021,9,10929.0,20650.0,11821.0,8829.0,4637201.0,424.0,225.0,1.89
Berrien,2021,10,11017.0,20776.0,11964.0,8812.0,5000920.0,454.0,241.0,1.89
Berrien,2021,11,10932.0,20633.0,11918.0,8715.0,4934327.0,451.0,239.0,1.89
Berrien,2021,12,10967.0,20738.0,11954.0,8784.0,5004168.0,456.0,241.0,1.89
Berrien,2022,1,11165.0,21244.0,12209.0,9035.0,5025281.0,450.0,237.0,1.9
Berrien,2022,2,11163.0,21238.0,12204.0,9034.0,5094101.0,456.0,240.0,1.9
Berrien,2022,3,11135.0,21096.0,12155.0,8941.0,5040223.0,453.0,239.0,1.89
Berrien,2022,4,11279.0,21379.0,12288.0,9091.0,5006125.0,444.0,234.0,1.9
Berrien,2022,5,11584.0,21973.0,12630.0,9343.0,5018061.0,433.0,228.0,1.9
Berrien,2022,6,11140.0,21121.0,12121.0,9000.0,4968391.0,446.0,235.0,1.9
Berrien,2022,7,11194.0,21117.0,12144.0,8973.0,5034011.0,450.0,238.0,1.89
Berrien,2022,8,11231.0,21115.0,12159.0,8956.0,5023107.0,447.0,238.0,1.88
Berrien,2022,9,11204.0,21002.0,12137.0,8865.0,5004481.0,447.0,238.0,1.87
Berrien,2022,10,11377.0,21399.0,12345.0,9054.0,5819751.0,511.54,271.96,1.88
Berrien,2022,11,11400.0,21497.0,12429.0,9068.0,5669070.0,497.29,263.71,1.89
Berrien,2022,12,11440.0,21537.0,12487.0,9050.0,5773448.0,504.67,268.07,1.88
Berrien,2023,1,11617.0,21873.0,12686.0,9187.0,5783737.0,497.87,264.42,1.88
Berrien,2023,2,11692.0,22038.0,12763.0,9275.0,5870822.0,502.12,266.4,1.88
Berrien,2023,3,11613.0,21865.0,12679.0,9186.0,3562502.0,306.77,162.93,1.88
Berrien,2023,4,11563.0,21756.0,12599.0,9157.0,3540305.5,306.18,162.73,1.88
Berrien,2023,5,11633.0,21833.0,12655.0,9178.0,3592111.0,308.79,164.53,1.88
Berrien,2023,6,11621.0,21741.0,12599.0,9142.0,3590388.0,308.96,165.14,1.87
Berrien,2023,7,11695.0,21902.0,12682.0,9220.0,3667128.0,313.56,167.43,1.87
Berrien,2023,8,11690.0,21848.0,12665.0,9183.0,3669807.0,313.93,167.97,1.87
Berrien,2023,9,11780.0,21938.0,12764.0,9174.0,3661292.0,310.81,166.89,1.86
Berrien,2023,10,11907.0,22207.0,12950.0,9257.0,3910558.0,328.0,176.0,1.87
Berrien,2023,11,11874.0,22055.0,12920.0,9135.0,3912593.0,330.0,177.0,1.86
Berrien,2023,12,11956.0,22124.0,13008.0,9116.0,3940138.0,330.0,178.0,1.85
Berrien,2024,1,12068.0,22324.0,13139.0,9185.0,3910503.0,324.0,175.0,1.85
Berrien,2024,2,12142.0,22484.0,13238.0,9246.0,3932119.0,324.0,175.0,1.85
Berrien,2024,3,12065.0,22305.0,13153.0,9152.0,3916649.0,325.0,176.0,1.85
Berrien,2024,4,12029.0,22203.0,13109.0,9094.0,3905712.0,325.0,176.0,1.85
Berrien,2024,5,11934.0,22040.0,13007.0,9033.0,3910858.0,328.0,177.0,1.85
Berrien,2024,6,12005.0,22165.0,13072.0,9093.0,3943144.0,328.0,178.0,1.85
Berrien,2024,7,12145.0,22397.0,13186.0,9211.0,4046884.0,333.0,181.0,1.84
Berrien,2024,8,12223.0,22538.0,13237.0,9301.0,4030469.0,330.0,179.0,1.84
Berrien,2024,9,12313.0,22656.0,13346.0,9310.0,4089412.0,332.0,181.0,1.84
Berrien,2024,10,12428.0,23023.0,13664.0,9359.0,4118786.0,331.0,179.0,1.85
Berrien,2024,11,12439.0,23024.0,13734.0,9290.0,4105756.0,330.0,178.0,1.85
Berrien,2024,12,12555.0,23138.0,13855.0,9283.0,4158500.0,331.0,180.0,1.84
Berrien,2025,1,12598.0,23187.0,13944.0,9243.0,4143886.0,329.0,179.0,1.84
Berrien,2025,2,12673.0,23379.0,14069.0,9310.0,4170411.0,329.0,178.0,1.84
Berrien,2025,3,12694.0,23397.0,14104.0,9293.0,4131553.0,325.0,177.0,1.84
Berrien,2025,4,12551.0,23097.0,13931.0,9166.0,4147330.0,330.0,180.0,1.84
Berrien,2025,5,12506.0,22991.0,13874.0,9117.0,4053746.0,324.0,176.0,1.84
Berrien,2025,6,12485.0,23029.0,13853.0,9176.0,4134477.0,331.0,180.0,1.84
Berrien,2025,7,12424.0,22924.0,13783.0,9141.0,4144955.0,334.0,181.0,1.85
Berrien,2025,8,12352.0,22835.0,13719.0,9116.0,4138048.0,335.0,181.0,1.85
Berrien,2025,9,12392.0,22881.0,13753.0,9128.0,4115113.0,332.0,180.0,1.85
Berrien,2025,10,12150.0,22419.0,13481.0,8938.0,4117142.0,339.0,184.0,1.85
Berrien,2025,11,11990.0,22127.0,13291.0,8836.0,4064052.0,339.0,184.0,1.85
Berrien,2025,12,11901.0,21901.0,13184.0,8717.0,3988936.0,335.0,182.0,1.84
Berrien,2026,1,12150.0,22419.0,13481.0,8938.0,4117142.0,339.0,184.0,1.85
Berrien,2026,2,11990.0,22127.0,13291.0,8836.0,4064052.0,339.0,184.0,1.85
Berrien,2026,3,11901.0,21901.0,13184.0,8717.0,3988936.0,335.0,182.0,1.84
Branch,2014,10,2981.0,6245.0,3655.0,2590.0,704473.0,236.0,113.0,2.09
Branch,2014,11,2925.0,6155.0,3606.0,2549.0,688781.0,235.0,112.0,2.1
Branch,2014,12,2906.0,6065.0,3560.0,2505.0,677788.0,233.0,112.0,2.09
Branch,2015,1,2909.0,6085.0,3572.0,2513.0,663516.0,228.0,109.0,2.09
Branch,2015,2,2890.0,6000.0,3548.0,2452.0,661333.0,229.0,110.0,2.08
Branch,2015,3,2892.0,6018.0,3538.0,2480.0,660406.0,228.0,110.0,2.08
Branch,2015,4,2826.0,5908.0,3459.0,2449.0,649796.0,230.0,110.0,2.09
Branch,2015,5,2835.0,5955.0,3460.0,2495.0,645444.0,228.0,108.0,2.1
